Event Id,Chip,Timestamp,Product Id
2550CR,collector,2017-12-16 00:53:18,275p
2545CR,extraCheck,2017-12-16 00:58:18,5091p
2562CR,collector,2017-12-16 01:10:18,7833p
2554CR,packageDone,2017-12-16 01:11:18,5091p
2568CR,collector,2017-12-16 01:13:18,5870p
2578CR,collector,2017-12-16 01:20:18,6013p
2573CR,packageDone,2017-12-16 01:21:18,8033p
2585CR,extraCheck,2017-12-16 01:32:18,6879p
2588CR,collector,2017-12-16 01:34:18,8468p
2589CR,packageDone,2017-12-16 01:46:18,6879p
2604CR,collector,2017-12-16 01:55:18,7053p
2601CR,extraCheck,2017-12-16 01:57:18,7541p
2606CR,packageDone,2017-12-16 02:10:18,7541p
2620CR,extraCheck,2017-12-16 02:15:18,7102p
2623CR,packageDone,2017-12-16 02:22:18,7102p
2634CR,extraCheck,2017-12-16 02:28:18,6966p
2633CR,collector,2017-12-16 02:29:18,6858p
2636CR,packageDone,2017-12-16 02:38:18,6966p
2642CR,collector,2017-12-16 02:40:18,1235p
2653CR,collector,2017-12-16 02:55:18,1689p
2670CR,extraCheck,2017-12-16 03:20:18,7325p
2674CR,collector,2017-12-16 03:20:18,3528p
2676CR,packageDone,2017-12-16 03:31:18,7325p
2687CR,extraCheck,2017-12-16 03:39:18,4178p
2694CR,packageDone,2017-12-16 03:44:18,4178p
2698CR,collector,2017-12-16 03:48:18,8813p
2711CR,collector,2017-12-16 03:54:18,4831p
2716CR,extraCheck,2017-12-16 04:02:18,5057p
2728CR,packageDone,2017-12-16 04:06:18,5057p
2734CR,collector,2017-12-16 04:09:18,7950p
2737CR,extraCheck,2017-12-16 04:13:18,3088p
2744CR,packageDone,2017-12-16 04:20:18,3088p
2750CR,collector,2017-12-16 04:24:18,1344p
2755CR,collector,2017-12-16 04:27:18,8503p
2757CR,collector,2017-12-16 04:29:18,6382p
2763CR,extraCheck,2017-12-16 04:32:18,2568p
2770CR,packageDone,2017-12-16 04:36:18,2568p
2775CR,collector,2017-12-16 04:40:18,187p
2779CR,extraCheck,2017-12-16 04:48:18,7870p
2786CR,packageDone,2017-12-16 04:57:18,7870p
2796CR,packageDone,2017-12-16 05:08:18,9968p
2803CR,collector,2017-12-16 05:08:18,8947p
2812CR,extraCheck,2017-12-16 05:23:18,8247p
2827CR,collector,2017-12-16 05:26:18,2547p
2829CR,collector,2017-12-16 05:27:18,1257p
2841CR,collector,2017-12-16 05:37:18,2013p
2825CR,packageDone,2017-12-16 05:37:18,8247p
2845CR,collector,2017-12-16 05:39:18,3461p
2852CR,extraCheck,2017-12-16 05:51:18,8205p
2857CR,collector,2017-12-16 05:54:18,7754p
2855CR,packageDone,2017-12-16 05:56:18,8205p
2862CR,extraCheck,2017-12-16 06:04:18,8690p
2864CR,packageDone,2017-12-16 06:18:18,8690p
2880CR,extraCheck,2017-12-16 06:49:18,4525p
2894CR,collector,2017-12-16 07:03:18,1534p
2885CR,packageDone,2017-12-16 07:04:18,4525p
2898CR,collector,2017-12-16 07:07:18,7448p
2927CR,collector,2017-12-16 07:28:18,3922p
2925CR,packageDone,2017-12-16 07:36:18,141p
2945CR,extraCheck,2017-12-16 07:40:18,2127p
2943CR,collector,2017-12-16 07:41:18,722p
2954CR,collector,2017-12-16 07:55:18,1739p
2946CR,packageDone,2017-12-16 07:57:18,2127p
2965CR,collector,2017-12-16 08:01:18,4750p
2967CR,collector,2017-12-16 08:02:18,6037p
2980CR,collector,2017-12-16 08:14:18,7453p
2983CR,extraCheck,2017-12-16 08:16:18,5786p
2989CR,collector,2017-12-16 08:22:18,5198p
2985CR,packageDone,2017-12-16 08:24:18,5786p
2995CR,extraCheck,2017-12-16 08:28:18,2533p
2997CR,packageDone,2017-12-16 08:41:18,2533p
3003CR,extraCheck,2017-12-16 08:44:18,2952p
3007CR,collector,2017-12-16 08:48:18,2286p
3006CR,packageDone,2017-12-16 08:49:18,2952p
3013CR,extraCheck,2017-12-16 08:59:18,9598p
3016CR,packageDone,2017-12-16 09:08:18,9598p
3023CR,extraCheck,2017-12-16 09:17:18,1178p
3028CR,packageDone,2017-12-16 09:21:18,1178p
3034CR,packageDone,2017-12-16 09:25:18,6620p
3045CR,collector,2017-12-16 09:30:18,1898p
3043CR,extraCheck,2017-12-16 09:33:18,1848p
3051CR,packageDone,2017-12-16 09:38:18,1848p
3059CR,collector,2017-12-16 09:44:18,128p
3062CR,collector,2017-12-16 09:47:18,61p
3073CR,extraCheck,2017-12-16 10:01:18,482p
3077CR,collector,2017-12-16 10:03:18,2846p
3081CR,packageDone,2017-12-16 10:05:18,482p
3087CR,extraCheck,2017-12-16 10:07:18,8663p
3088CR,packageDone,2017-12-16 10:11:18,8663p
3094CR,extraCheck,2017-12-16 10:15:18,8052p
3097CR,packageDone,2017-12-16 10:27:18,8052p
3104CR,collector,2017-12-16 10:28:18,3053p
3117CR,collector,2017-12-16 10:36:18,6942p
3116CR,extraCheck,2017-12-16 10:42:18,2154p
3121CR,packageDone,2017-12-16 10:59:18,2154p
3130CR,collector,2017-12-16 11:02:18,4550p
3134CR,extraCheck,2017-12-16 11:05:18,6034p
3138CR,packageDone,2017-12-16 11:16:18,6034p
3164CR,collector,2017-12-16 11:40:18,9578p
3157CR,packageDone,2017-12-16 11:44:18,8101p
3174CR,collector,2017-12-16 11:50:18,4079p
3178CR,collector,2017-12-16 11:50:18,7685p
3180CR,collector,2017-12-16 11:53:18,4933p
3191CR,extraCheck,2017-12-16 12:00:18,6928p
3193CR,packageDone,2017-12-16 12:07:18,6928p
3201CR,packageDone,2017-12-16 12:24:18,2031p
3208CR,extraCheck,2017-12-16 12:34:18,324p
3215CR,packageDone,2017-12-16 12:49:18,324p
3232CR,collector,2017-12-16 12:55:18,8626p
3235CR,extraCheck,2017-12-16 12:59:18,1202p
3240CR,collector,2017-12-16 13:00:18,6580p
3243CR,packageDone,2017-12-16 13:11:18,1202p
3249CR,collector,2017-12-16 13:14:18,4022p
3254CR,packageDone,2017-12-16 13:27:18,1563p
3265CR,collector,2017-12-16 13:32:18,9190p
3269CR,extraCheck,2017-12-16 13:38:18,499p
3278CR,collector,2017-12-16 13:49:18,2088p
3275CR,packageDone,2017-12-16 13:51:18,499p
3286CR,extraCheck,2017-12-16 13:56:18,3828p
3288CR,packageDone,2017-12-16 14:06:18,3828p
3294CR,extraCheck,2017-12-16 14:15:18,9891p
3299CR,collector,2017-12-16 14:16:18,1978p
3301CR,packageDone,2017-12-16 14:20:18,9891p
3322CR,collector,2017-12-16 14:43:18,6595p
3328CR,extraCheck,2017-12-16 14:46:18,7448p
3332CR,packageDone,2017-12-16 14:54:18,7448p
3347CR,collector,2017-12-16 14:58:18,31p
3358CR,collector,2017-12-16 15:05:18,7226p
3348CR,extraCheck,2017-12-16 15:09:18,3461p
3371CR,packageDone,2017-12-16 15:14:18,3461p
3376CR,collector,2017-12-16 15:16:18,4669p
3381CR,collector,2017-12-16 15:18:18,7751p
3384CR,extraCheck,2017-12-16 15:20:18,8813p
3393CR,collector,2017-12-16 15:27:18,4578p
3399CR,collector,2017-12-16 15:30:18,5002p
3398CR,collector,2017-12-16 15:32:18,5102p
3389CR,packageDone,2017-12-16 15:33:18,8813p
3428CR,collector,2017-12-16 15:58:18,9549p
3442CR,collector,2017-12-16 16:06:18,6888p
3447CR,extraCheck,2017-12-16 16:09:18,9192p
3452CR,packageDone,2017-12-16 16:17:18,9192p
3457CR,collector,2017-12-16 16:21:18,8068p
3459CR,collector,2017-12-16 16:24:18,4489p
3468CR,collector,2017-12-16 16:27:18,3505p
3467CR,extraCheck,2017-12-16 16:30:18,7806p
3481CR,collector,2017-12-16 16:37:18,260p
3478CR,packageDone,2017-12-16 16:40:18,7806p
3488CR,extraCheck,2017-12-16 16:51:18,1011p
3495CR,packageDone,2017-12-16 16:58:18,1011p
3499CR,packageDone,2017-12-16 17:05:18,651p
3510CR,extraCheck,2017-12-16 17:10:18,4230p
3516CR,collector,2017-12-16 17:19:18,4529p
3522CR,collector,2017-12-16 17:25:18,7686p
3514CR,packageDone,2017-12-16 17:27:18,4230p
3532CR,extraCheck,2017-12-16 17:31:18,2253p
3540CR,collector,2017-12-16 17:41:18,8527p
3542CR,collector,2017-12-16 17:43:18,7172p
3534CR,packageDone,2017-12-16 17:44:18,2253p
3553CR,collector,2017-12-16 17:51:18,9090p
3550CR,extraCheck,2017-12-16 17:55:18,6306p
3556CR,packageDone,2017-12-16 18:10:18,6306p
3561CR,extraCheck,2017-12-16 18:20:18,7886p
3562CR,packageDone,2017-12-16 18:34:18,7886p
3569CR,extraCheck,2017-12-16 18:43:18,8230p
3573CR,packageDone,2017-12-16 18:49:18,8230p
3577CR,extraCheck,2017-12-16 18:56:18,9500p
3585CR,collector,2017-12-16 18:59:18,1476p
3583CR,packageDone,2017-12-16 19:02:18,9500p
3595CR,extraCheck,2017-12-16 19:06:18,8628p
3601CR,collector,2017-12-16 19:18:18,4007p
3596CR,packageDone,2017-12-16 19:20:18,8628p
3609CR,extraCheck,2017-12-16 19:30:18,7670p
3615CR,packageDone,2017-12-16 19:36:18,7670p
3628CR,collector,2017-12-16 19:46:18,5410p
3621CR,extraCheck,2017-12-16 19:47:18,8315p
3634CR,packageDone,2017-12-16 19:58:18,8315p
3645CR,collector,2017-12-16 20:02:18,4772p
3646CR,extraCheck,2017-12-16 20:09:18,228p
3651CR,packageDone,2017-12-16 20:12:18,228p
3659CR,collector,2017-12-16 20:21:18,1605p
3656CR,extraCheck,2017-12-16 20:23:18,8176p
3661CR,collector,2017-12-16 20:24:18,643p
3665CR,packageDone,2017-12-16 20:31:18,8176p
3673CR,extraCheck,2017-12-16 20:33:18,8499p
3677CR,packageDone,2017-12-16 20:45:18,8499p
3684CR,extraCheck,2017-12-16 20:49:18,1048p
3685CR,packageDone,2017-12-16 20:53:18,1048p
3696CR,collector,2017-12-16 21:01:18,7586p
3705CR,extraCheck,2017-12-16 21:18:18,1570p
3722CR,collector,2017-12-16 21:30:18,3062p
3715CR,packageDone,2017-12-16 21:33:18,1570p
3737CR,extraCheck,2017-12-16 21:42:18,1378p
3738CR,collector,2017-12-16 21:43:18,3084p
3735CR,collector,2017-12-16 21:44:18,9973p
3740CR,packageDone,2017-12-16 21:56:18,1378p
3753CR,collector,2017-12-16 22:05:18,5072p
3749CR,packageDone,2017-12-16 22:11:18,94p
3764CR,extraCheck,2017-12-16 22:23:18,1081p
3771CR,collector,2017-12-16 22:29:18,858p
3767CR,packageDone,2017-12-16 22:30:18,1081p
3779CR,extraCheck,2017-12-16 22:39:18,981p
3787CR,collector,2017-12-16 22:46:18,9730p
3784CR,packageDone,2017-12-16 22:53:18,981p
3796CR,packageDone,2017-12-16 23:05:18,2570p
3804CR,collector,2017-12-16 23:15:18,5337p
3828CR,collector,2017-12-16 23:41:18,394p
3830CR,extraCheck,2017-12-16 23:49:18,4489p
3838CR,packageDone,2017-12-17 00:05:18,4489p
3858CR,collector,2017-12-17 00:12:18,1412p
3861CR,collector,2017-12-17 00:15:18,1965p
3869CR,collector,2017-12-17 00:16:18,4850p
3871CR,collector,2017-12-17 00:17:18,5774p
3872CR,extraCheck,2017-12-17 00:23:18,670p
3881CR,packageDone,2017-12-17 00:29:18,670p
3886CR,collector,2017-12-17 00:32:18,7646p
3897CR,collector,2017-12-17 00:38:18,5791p
3892CR,extraCheck,2017-12-17 00:41:18,7180p
3903CR,packageDone,2017-12-17 00:55:18,7180p
3911CR,packageDone,2017-12-17 01:04:18,7677p
3918CR,extraCheck,2017-12-17 01:11:18,204p
3921CR,collector,2017-12-17 01:13:18,2271p
3922CR,packageDone,2017-12-17 01:25:18,204p
3940CR,collector,2017-12-17 01:38:18,3279p
3935CR,packageDone,2017-12-17 01:41:18,6193p
3951CR,collector,2017-12-17 01:47:18,3391p
3947CR,extraCheck,2017-12-17 01:48:18,376p
3954CR,packageDone,2017-12-17 01:53:18,376p
3965CR,collector,2017-12-17 02:01:18,4709p
3962CR,extraCheck,2017-12-17 02:05:18,8146p
3968CR,packageDone,2017-12-17 02:13:18,8146p
3977CR,extraCheck,2017-12-17 02:18:18,5490p
3980CR,packageDone,2017-12-17 02:23:18,5490p
3989CR,collector,2017-12-17 02:31:18,7660p
3997CR,extraCheck,2017-12-17 02:42:18,5041p
4009CR,extraCheck,2017-12-17 02:51:18,275p
4011CR,collector,2017-12-17 02:53:18,7800p
4012CR,packageDone,2017-12-17 02:58:18,275p
4017CR,collector,2017-12-17 02:59:18,4457p
4023CR,extraCheck,2017-12-17 03:09:18,7833p
4028CR,packageDone,2017-12-17 03:16:18,7833p
4034CR,extraCheck,2017-12-17 03:25:18,5870p
4040CR,packageDone,2017-12-17 03:37:18,5870p
4054CR,packageDone,2017-12-17 03:43:18,6013p
4063CR,packageDone,2017-12-17 03:58:18,8468p
4080CR,collector,2017-12-17 04:09:18,2185p
4076CR,packageDone,2017-12-17 04:11:18,7053p
4088CR,collector,2017-12-17 04:11:18,6544p
4098CR,packageDone,2017-12-17 04:28:18,6858p
4108CR,collector,2017-12-17 04:34:18,8534p
4106CR,extraCheck,2017-12-17 04:39:18,1235p
4115CR,collector,2017-12-17 04:42:18,4207p
4117CR,packageDone,2017-12-17 04:47:18,1235p
4140CR,collector,2017-12-17 05:03:18,6198p
4143CR,extraCheck,2017-12-17 05:13:18,3528p
4157CR,collector,2017-12-17 05:17:18,3412p
4163CR,collector,2017-12-17 05:25:18,5211p
4156CR,packageDone,2017-12-17 05:26:18,3528p
4168CR,collector,2017-12-17 05:30:18,4574p
4171CR,extraCheck,2017-12-17 05:37:18,4578p
4177CR,packageDone,2017-12-17 05:49:18,4578p
4181CR,extraCheck,2017-12-17 05:52:18,4831p
4186CR,collector,2017-12-17 05:56:18,7125p
4184CR,packageDone,2017-12-17 06:02:18,4831p
4193CR,extraCheck,2017-12-17 06:07:18,7950p
4199CR,collector,2017-12-17 06:16:18,2981p
4195CR,packageDone,2017-12-17 06:20:18,7950p
4206CR,packageDone,2017-12-17 06:34:18,1344p
4210CR,extraCheck,2017-12-17 06:42:18,8503p
4211CR,packageDone,2017-12-17 06:47:18,8503p
4218CR,extraCheck,2017-12-17 06:55:18,6382p
4219CR,packageDone,2017-12-17 07:09:18,6382p
4230CR,extraCheck,2017-12-17 07:18:18,187p
4245CR,collector,2017-12-17 07:27:18,2529p
4241CR,packageDone,2017-12-17 07:28:18,187p
4247CR,collector,2017-12-17 07:29:18,1679p
4259CR,collector,2017-12-17 07:38:18,1290p
4254CR,packageDone,2017-12-17 07:43:18,8947p
4271CR,extraCheck,2017-12-17 07:49:18,2547p
4272CR,packageDone,2017-12-17 07:52:18,2547p
4281CR,collector,2017-12-17 07:57:18,1232p
4282CR,extraCheck,2017-12-17 08:04:18,1257p
4290CR,packageDone,2017-12-17 08:10:18,1257p
4295CR,collector,2017-12-17 08:12:18,6202p
4301CR,packageDone,2017-12-17 08:18:18,2013p
4309CR,extraCheck,2017-12-17 08:23:18,7226p
4310CR,packageDone,2017-12-17 08:37:18,7226p
4320CR,collector,2017-12-17 08:40:18,8376p
4329CR,collector,2017-12-17 08:45:18,6760p
4327CR,extraCheck,2017-12-17 08:48:18,7754p
4335CR,packageDone,2017-12-17 08:56:18,7754p
4338CR,collector,2017-12-17 08:59:18,2908p
4342CR,packageDone,2017-12-17 09:04:18,1534p
4350CR,packageDone,2017-12-17 09:16:18,3922p
4359CR,extraCheck,2017-12-17 09:25:18,722p
4372CR,collector,2017-12-17 09:35:18,1247p
4366CR,packageDone,2017-12-17 09:39:18,722p
4385CR,collector,2017-12-17 09:47:18,2129p
4379CR,extraCheck,2017-12-17 09:48:18,1739p
4388CR,packageDone,2017-12-17 10:02:18,1739p
4400CR,extraCheck,2017-12-17 10:06:18,4750p
4399CR,collector,2017-12-17 10:07:18,7410p
4403CR,packageDone,2017-12-17 10:11:18,4750p
4411CR,packageDone,2017-12-17 10:28:18,6037p
4416CR,collector,2017-12-17 10:29:18,1868p
4429CR,packageDone,2017-12-17 10:57:18,5198p
4451CR,collector,2017-12-17 11:07:18,1083p
4443CR,extraCheck,2017-12-17 11:10:18,2286p
4462CR,collector,2017-12-17 11:16:18,1460p
4460CR,packageDone,2017-12-17 11:27:18,2286p
4470CR,collector,2017-12-17 11:29:18,3815p
4474CR,packageDone,2017-12-17 11:32:18,1898p
4483CR,collector,2017-12-17 11:40:18,8897p
4480CR,packageDone,2017-12-17 11:44:18,128p
4491CR,extraCheck,2017-12-17 11:53:18,61p
4497CR,packageDone,2017-12-17 11:57:18,61p
4501CR,extraCheck,2017-12-17 12:00:18,2846p
4503CR,packageDone,2017-12-17 12:11:18,2846p
4508CR,collector,2017-12-17 12:11:18,2190p
4511CR,collector,2017-12-17 12:13:18,6561p
4517CR,extraCheck,2017-12-17 12:20:18,3053p
4522CR,packageDone,2017-12-17 12:24:18,3053p
4529CR,extraCheck,2017-12-17 12:33:18,6942p
4534CR,packageDone,2017-12-17 12:43:18,6942p
4539CR,collector,2017-12-17 12:45:18,5980p
4548CR,collector,2017-12-17 12:49:18,4852p
4543CR,extraCheck,2017-12-17 12:52:18,4550p
4553CR,packageDone,2017-12-17 13:05:18,4550p
4560CR,extraCheck,2017-12-17 13:10:18,9578p
4561CR,packageDone,2017-12-17 13:23:18,9578p
4573CR,collector,2017-12-17 13:30:18,3255p
4568CR,extraCheck,2017-12-17 13:33:18,4079p
4582CR,collector,2017-12-17 13:35:18,8123p
4581CR,packageDone,2017-12-17 13:39:18,4079p
4588CR,packageDone,2017-12-17 13:52:18,7685p
4596CR,extraCheck,2017-12-17 14:01:18,4933p
4601CR,collector,2017-12-17 14:13:18,3532p
4598CR,packageDone,2017-12-17 14:16:18,4933p
4612CR,collector,2017-12-17 14:33:18,6402p
4618CR,extraCheck,2017-12-17 14:44:18,8626p
4628CR,collector,2017-12-17 14:58:18,8956p
4621CR,packageDone,2017-12-17 14:59:18,8626p
4642CR,extraCheck,2017-12-17 15:25:18,4022p
4646CR,packageDone,2017-12-17 15:41:18,4022p
4651CR,collector,2017-12-17 15:44:18,9112p
4654CR,collector,2017-12-17 15:46:18,6605p
4658CR,packageDone,2017-12-17 15:56:18,9190p
4667CR,extraCheck,2017-12-17 15:58:18,2088p
4669CR,packageDone,2017-12-17 16:04:18,2088p
4673CR,extraCheck,2017-12-17 16:09:18,1978p
4677CR,packageDone,2017-12-17 16:20:18,1978p
4682CR,extraCheck,2017-12-17 16:26:18,6605p
4689CR,packageDone,2017-12-17 16:40:18,6605p
4706CR,collector,2017-12-17 16:51:18,3358p
4717CR,collector,2017-12-17 17:02:18,4520p
4718CR,collector,2017-12-17 17:02:18,6045p
4724CR,extraCheck,2017-12-17 17:08:18,6595p
4732CR,collector,2017-12-17 17:08:18,8312p
4734CR,packageDone,2017-12-17 17:11:18,6595p
4740CR,extraCheck,2017-12-17 17:19:18,31p
4751CR,collector,2017-12-17 17:29:18,8057p
4744CR,packageDone,2017-12-17 17:32:18,31p
4762CR,collector,2017-12-17 17:37:18,4023p
4765CR,extraCheck,2017-12-17 17:43:18,4669p
4776CR,packageDone,2017-12-17 17:54:18,4669p
4785CR,collector,2017-12-17 18:03:18,7675p
4791CR,collector,2017-12-17 18:05:18,5845p
4799CR,extraCheck,2017-12-17 18:10:18,7751p
4806CR,collector,2017-12-17 18:12:18,9355p
4807CR,packageDone,2017-12-17 18:21:18,7751p
4814CR,collector,2017-12-17 18:25:18,9083p
4822CR,collector,2017-12-17 18:26:18,3801p
4823CR,extraCheck,2017-12-17 18:31:18,5002p
4835CR,collector,2017-12-17 18:40:18,7961p
4831CR,packageDone,2017-12-17 18:46:18,5002p
4844CR,extraCheck,2017-12-17 18:55:18,5102p
4845CR,packageDone,2017-12-17 19:09:18,5102p
4851CR,extraCheck,2017-12-17 19:17:18,6544p
4856CR,collector,2017-12-17 19:19:18,4928p
4859CR,packageDone,2017-12-17 19:29:18,6544p
4867CR,collector,2017-12-17 19:32:18,943p
4872CR,extraCheck,2017-12-17 19:37:18,9549p
4879CR,collector,2017-12-17 19:46:18,1637p
4875CR,packageDone,2017-12-17 19:51:18,9549p
4889CR,packageDone,2017-12-17 20:08:18,6888p
4901CR,extraCheck,2017-12-17 20:16:18,8068p
4907CR,packageDone,2017-12-17 20:20:18,8068p
4915CR,collector,2017-12-17 20:23:18,7523p
4919CR,extraCheck,2017-12-17 20:26:18,3505p
4929CR,collector,2017-12-17 20:36:18,7434p
4931CR,collector,2017-12-17 20:38:18,9787p
4933CR,collector,2017-12-17 20:39:18,9372p
4922CR,packageDone,2017-12-17 20:40:18,3505p
4944CR,extraCheck,2017-12-17 20:45:18,260p
4947CR,packageDone,2017-12-17 20:48:18,260p
4954CR,extraCheck,2017-12-17 20:54:18,4529p
4962CR,collector,2017-12-17 21:06:18,3716p
4957CR,packageDone,2017-12-17 21:07:18,4529p
4973CR,packageDone,2017-12-17 21:15:18,7686p
4977CR,collector,2017-12-17 21:19:18,8853p
4980CR,packageDone,2017-12-17 21:29:18,8527p
4992CR,collector,2017-12-17 21:34:18,1016p
5003CR,collector,2017-12-17 21:40:18,8212p
5001CR,extraCheck,2017-12-17 21:45:18,7172p
5010CR,packageDone,2017-12-17 21:55:18,7172p
5019CR,extraCheck,2017-12-17 22:02:18,9090p
5025CR,collector,2017-12-17 22:06:18,6573p
5024CR,packageDone,2017-12-17 22:08:18,9090p
5036CR,extraCheck,2017-12-17 22:23:18,1476p
5047CR,collector,2017-12-17 22:27:18,6365p
5045CR,packageDone,2017-12-17 22:35:18,1476p
5056CR,collector,2017-12-17 22:42:18,2353p
5059CR,collector,2017-12-17 22:44:18,6179p
5058CR,packageDone,2017-12-17 22:53:18,4007p
5068CR,extraCheck,2017-12-17 23:03:18,5410p
5075CR,packageDone,2017-12-17 23:08:18,5410p
5080CR,extraCheck,2017-12-17 23:12:18,4772p
