Product,Price,Shelf,ExtraCheck
6226,30.29,72,true
6529,66.6,72,true
6552,50.54,72,true
1829,26.91,483,true
3249,93.73,483,true
3631,95.9,483,true
4382,59.28,483,true
4470,26.08,483,true
4588,50.56,483,true
5293,37.97,483,true
5669,51.48,483,true
5940,49.04,483,true
6637,22.66,483,true
6798,90.7,483,true
6906,64.44,483,true
7056,92.87,483,true
7075,34.27,483,true
7378,66.32,483,true
7433,26.62,483,true
203,40.68,384,true
8033,46.28,287,false
116,83.26,90,true
858,78.66,90,true
882,45.74,90,true
1058,59.87,90,true
1076,70.63,90,true
1249,22.42,90,true
423,57.6,384,true
945,93.47,384,true
840,55.18,240,true
1751,53.13,384,true
1816,99.62,384,true
1819,52.97,90,true
1828,83.92,90,true
1940,59.47,90,true
2073,57.2,90,true
2443,95.38,90,true
2592,86.19,90,true
3220,42.81,90,true
5460,68.14,90,true
7077,23.86,90,true
7102,82.52,90,true
7573,69.55,90,true
8279,92.86,90,true
8328,67.81,90,true
8392,22.25,90,true
51,58.11,39,true
310,32.74,39,true
720,78.06,39,true
871,31.55,39,true
1189,38.62,39,true
1408,97.68,39,true
4143,96.11,39,true
4988,98.89,39,true
4994,59.28,39,true
5201,46.8,39,true
5693,87.66,39,true
5907,73.78,39,true
7112,77.85,39,true
7177,37.26,39,true
7464,29.65,39,true
7516,91.12,39,true
7886,21.75,39,true
8043,40.44,39,true
9136,60.64,39,true
9143,31.38,39,true
2055,34.5,384,true
2501,97.86,384,true
2645,40.27,384,true
2771,72.82,384,true
2851,77.9,384,true
3050,54.94,384,true
3102,42.85,384,true
3600,89.89,384,true
3928,89.5,384,true
4463,28.83,384,true
4555,64.6,384,true
4971,93.39,384,true
5091,48.25,384,true
5420,90.33,384,true
6604,51.57,384,true
816,50.33,297,true
1446,41.47,240,true
1838,83.93,240,true
2102,62.46,240,true
2430,22.63,240,true
2742,63.64,240,true
2837,48.45,240,true
3317,28.79,240,true
3762,65.19,240,true
4476,39.12,240,true
4788,46.8,240,true
6778,69.1,240,true
6879,97.79,240,true
7639,30.56,240,true
7802,37.52,240,true
7990,43.75,240,true
8326,47.03,240,true
8747,81.61,240,true
9105,67.38,240,true
9480,96.52,240,true
2525,78.83,297,true
1019,35.34,307,false
905,92.75,396,true
988,61.9,396,true
1574,49.06,396,true
2863,31.89,396,true
3763,78.19,396,true
5131,49.44,396,true
5824,40.84,396,true
7050,23.41,396,true
7325,33.03,396,true
7436,76.66,396,true
7448,39.41,396,true
7589,61.28,396,true
7691,70.27,396,true
7707,90.86,396,true
8013,64.17,396,true
8191,41.33,396,true
8524,95.68,396,true
8835,29.21,396,true
8900,69.53,396,true
9351,40.85,396,true
676,49.54,440,true
1226,31.0,440,true
1309,84.19,440,true
2253,44.25,440,true
2730,92.03,440,true
4178,71.05,440,true
4277,64.84,440,true
4869,42.91,440,true
5257,77.49,440,true
5656,76.19,440,true
5726,22.72,440,true
5875,72.48,440,true
6519,79.23,440,true
6530,47.52,440,true
7190,34.68,440,true
7230,87.44,440,true
7256,30.69,440,true
7330,57.97,440,true
7446,94.75,440,true
8444,25.2,440,true
3345,47.45,297,true
3380,84.51,297,true
3994,75.57,297,true
4727,28.31,297,true
4901,98.09,297,true
4902,93.87,297,true
5602,70.82,297,true
5698,89.44,297,true
6052,71.59,297,true
6966,84.7,297,true
7263,95.85,297,true
9277,91.0,297,true
9382,66.82,297,true
9389,80.99,297,true
9610,91.08,297,true
9750,55.44,297,true
9770,73.34,297,true
9924,42.59,297,true
77,89.19,216,true
1044,45.32,216,true
2039,40.04,216,true
2157,35.63,216,true
2203,50.12,216,true
8247,62.19,414,false
118,44.66,189,true
276,56.16,189,true
909,33.02,189,true
1604,68.14,189,true
1659,62.26,189,true
1938,96.74,189,true
2113,31.74,189,true
2670,93.62,189,true
2870,89.31,189,true
3185,95.56,189,true
3519,58.99,189,true
3604,53.18,189,true
4040,73.62,189,true
4389,49.89,189,true
4958,33.0,189,true
5057,31.62,189,true
6430,87.39,189,true
6587,96.75,189,true
6669,88.22,189,true
7135,74.55,189,true
9968,36.55,122,false
73,29.48,497,true
110,33.45,497,true
234,82.98,497,true
1708,45.1,497,true
2493,91.07,497,true
2568,65.88,497,true
2606,74.1,497,true
3298,36.49,497,true
3702,28.06,497,true
5438,64.14,497,true
7039,79.15,497,true
8758,88.89,497,true
9127,44.43,497,true
9271,98.82,497,true
9935,36.38,497,true
9941,78.36,497,true
9972,54.35,497,true
9996,25.19,497,true
9997,95.34,497,true
9999,37.58,497,true
697,73.03,129,false
141,55.09,62,false
8955,47.71,21,false
3007,58.18,216,true
3451,85.85,216,true
4115,91.03,216,true
7137,72.07,216,true
7520,61.68,216,true
7995,34.35,216,true
8641,20.64,216,true
8690,95.03,216,true
8712,35.44,216,true
9070,28.59,216,true
9144,79.05,216,true
9219,87.64,216,true
9281,58.21,216,true
9329,74.54,216,true
9538,87.99,216,true
784,96.91,376,true
956,83.36,376,true
2485,26.2,376,true
2740,76.65,376,true
3411,40.97,376,true
3522,33.09,376,true
3725,25.78,376,true
4015,42.1,376,true
89,28.4,491,true
432,86.11,491,true
687,29.76,491,true
1429,30.99,491,true
1548,91.73,491,true
1986,20.45,491,true
3267,69.38,491,true
3834,94.78,491,true
4153,44.91,491,true
855,36.87,442,true
1098,33.79,442,true
1121,80.92,442,true
1347,33.5,442,true
1393,80.78,442,true
1871,65.73,442,true
2127,93.18,442,true
2535,59.66,442,true
2639,45.74,442,true
4516,62.52,442,true
4570,88.04,442,true
4757,84.99,442,true
5507,96.64,442,true
448,95.29,43,true
638,38.8,43,true
1183,94.2,43,true
1694,22.44,43,true
2030,79.88,43,true
2172,62.98,43,true
2204,56.44,43,true
2488,44.92,43,true
3088,36.38,43,true
4682,88.59,43,true
5029,66.52,43,true
5050,74.15,43,true
5899,40.54,43,true
6440,33.53,43,true
7123,86.17,43,true
7551,46.58,43,true
7750,58.18,43,true
7897,35.12,43,true
9648,57.7,43,true
9763,51.4,43,true
6227,38.27,442,true
7225,76.08,442,true
4525,34.81,491,true
4197,44.99,376,true
4950,88.48,376,true
5415,97.88,376,true
6146,47.54,376,true
6483,57.11,376,true
6515,56.11,376,true
6825,91.27,376,true
7002,87.11,376,true
7454,79.55,376,true
7489,20.16,376,true
7868,41.48,376,true
7905,92.28,376,true
1065,46.89,446,true
5353,63.87,491,true
5485,57.95,491,true
5921,76.1,491,true
6125,56.65,491,true
6376,20.57,491,true
6738,40.08,491,true
6830,21.24,491,true
6870,50.98,491,true
7010,22.45,491,true
7090,39.66,491,true
8099,50.39,442,true
8194,98.26,442,true
8417,55.42,442,true
8576,74.32,442,true
8924,52.74,442,true
781,75.07,50,true
1259,46.01,50,true
1593,61.01,50,true
1733,57.45,50,true
2969,72.91,50,true
3602,92.15,50,true
3891,82.02,50,true
7308,31.67,50,true
7940,53.33,50,true
8030,98.88,50,true
8379,58.65,50,true
8403,49.92,50,true
8629,23.37,50,true
8874,68.26,50,true
9022,60.0,50,true
9366,90.78,50,true
9428,92.02,50,true
9826,44.83,50,true
9867,29.19,50,true
9947,98.36,50,true
2252,38.54,446,true
2265,40.7,446,true
2641,88.01,446,true
2656,27.68,446,true
2681,78.69,446,true
2992,88.04,446,true
3104,45.36,446,true
4049,44.67,446,true
4391,28.81,446,true
4434,82.49,446,true
5123,20.02,446,true
6129,21.99,446,true
6484,77.89,446,true
7417,65.88,446,true
7632,28.63,446,true
7697,40.25,446,true
7736,66.9,446,true
8205,94.64,446,true
8373,91.27,446,true
734,86.83,116,true
866,63.04,116,true
2249,64.61,116,true
2527,33.06,116,true
3551,84.68,116,true
4263,51.8,116,true
5038,65.75,116,true
5786,75.93,116,true
6964,39.26,116,true
7024,98.79,116,true
96,45.29,142,true
640,83.04,142,true
949,51.83,281,true
1543,80.38,281,true
1894,55.72,281,true
1921,55.88,281,true
3683,76.04,281,true
3704,32.87,281,true
4399,64.71,281,true
4471,21.62,281,true
4688,75.53,281,true
4872,77.73,281,true
5097,31.92,281,true
5299,82.57,281,true
5789,40.05,281,true
5962,27.79,281,true
6942,25.89,281,true
6998,61.06,281,true
7492,86.54,281,true
8042,44.45,281,true
8751,23.21,281,true
9598,76.7,281,true
357,27.61,489,true
748,57.01,489,true
1178,56.13,489,true
1220,70.53,489,true
1915,57.42,489,true
2591,44.81,489,true
2700,81.85,489,true
3882,44.15,489,true
895,97.25,142,true
8428,76.41,116,true
220,33.85,386,true
568,56.73,386,true
636,85.32,386,true
796,66.81,386,true
848,89.76,386,true
874,23.65,386,true
1269,73.27,386,true
1463,38.48,386,true
1963,72.82,386,true
2322,62.35,386,true
8519,47.53,116,true
9155,58.27,116,true
9289,52.54,116,true
9454,60.14,116,true
9554,22.6,116,true
9680,22.51,116,true
9796,59.76,116,true
9903,34.81,116,true
9910,71.55,116,true
1330,21.35,142,true
1459,88.89,142,true
1538,23.29,142,true
2187,87.53,142,true
2952,99.52,142,true
3029,65.97,142,true
3094,82.84,142,true
4380,62.56,142,true
5107,31.2,142,true
5261,77.44,142,true
5284,25.99,142,true
5484,47.4,142,true
6458,35.23,142,true
6538,49.44,142,true
6568,26.95,142,true
7473,40.89,142,true
7981,45.63,142,true
6620,58.58,308,false
4589,42.02,489,true
4949,25.01,489,true
5241,81.32,489,true
846,39.39,41,true
990,54.8,41,true
1418,58.15,41,true
1848,28.08,41,true
1970,92.99,41,true
2021,87.6,41,true
2165,52.99,41,true
3266,81.44,41,true
3650,96.11,41,true
4274,57.5,41,true
4360,31.65,41,true
4406,68.98,41,true
5116,30.98,41,true
5240,85.2,41,true
6791,51.43,41,true
6945,45.03,41,true
7202,87.89,41,true
8294,25.38,41,true
8661,30.3,41,true
8934,71.58,41,true
555,91.17,227,true
1005,72.05,227,true
1693,37.2,227,true
1991,39.05,227,true
2530,48.83,227,true
3078,80.17,227,true
3740,93.37,227,true
4279,65.92,227,true
5542,56.2,227,true
6375,85.77,227,true
6734,46.54,227,true
6929,61.4,227,true
7420,42.69,227,true
7629,81.14,227,true
7857,53.48,227,true
7906,79.66,227,true
8338,49.09,227,true
8939,83.56,227,true
8989,20.89,227,true
9060,25.29,227,true
482,83.03,3,true
2183,24.07,3,true
2344,68.43,3,true
2594,83.4,3,true
2875,93.66,3,true
3024,28.94,3,true
3799,59.39,3,true
4744,38.36,3,true
4898,27.74,3,true
5474,28.01,3,true
6764,60.02,3,true
6779,22.41,3,true
7396,68.23,3,true
7754,65.05,3,true
8134,68.61,3,true
8673,21.81,3,true
8817,49.31,3,true
9613,59.15,3,true
9634,37.9,3,true
9758,26.81,3,true
2533,55.63,386,true
4011,89.03,386,true
5386,35.83,386,true
6002,55.25,386,true
6447,45.95,386,true
8093,75.86,386,true
8123,24.87,386,true
8946,65.53,386,true
9175,93.77,386,true
9224,91.61,386,true
873,41.14,371,true
1675,69.07,371,true
1808,42.81,371,true
2164,38.86,371,true
3263,83.8,371,true
3562,33.16,371,true
4536,53.81,371,true
4731,26.53,371,true
5250,73.68,371,true
5503,27.01,371,true
6045,93.2,371,true
7279,61.01,371,true
8285,92.64,371,true
8663,60.15,371,true
8737,74.64,371,true
9401,69.8,371,true
9936,30.32,371,true
9945,69.36,371,true
9960,27.6,371,true
9964,33.64,371,true
84,52.58,424,true
1013,48.68,424,true
1655,61.13,424,true
6337,34.16,489,true
6863,35.85,489,true
2064,76.31,424,true
2549,95.35,424,true
2711,84.5,424,true
3182,39.22,424,true
3945,89.26,424,true
4665,73.47,424,true
5430,46.67,424,true
5984,28.08,424,true
7173,25.41,424,true
7545,41.77,424,true
7972,78.5,424,true
8052,57.9,424,true
8230,92.58,424,true
8664,70.65,424,true
8965,59.52,424,true
9004,84.66,424,true
9181,21.23,424,true
302,60.58,204,true
684,92.76,204,true
822,34.18,204,true
1584,70.51,204,true
1641,49.79,204,true
1721,86.93,204,true
2154,45.27,204,true
2691,51.25,204,true
3295,29.43,204,true
3403,44.76,204,true
4039,46.26,204,true
4600,50.73,204,true
5011,68.8,204,true
5195,80.89,204,true
6251,78.26,204,true
6351,84.15,204,true
6569,91.22,204,true
6855,59.05,204,true
7095,82.52,204,true
7317,40.87,204,true
7312,74.87,489,true
7402,55.3,489,true
682,75.38,238,true
1242,36.11,238,true
1358,72.33,238,true
1577,76.13,238,true
2078,78.91,238,true
2659,98.8,238,true
1011,89.52,231,true
1062,68.99,231,true
1129,74.16,231,true
1377,72.05,231,true
1596,92.3,231,true
2258,86.19,231,true
2291,81.28,231,true
2510,89.83,231,true
3527,32.86,231,true
3689,50.55,231,true
4102,73.08,231,true
4123,42.81,231,true
4853,34.81,231,true
5137,67.98,231,true
5202,33.35,231,true
6208,54.17,231,true
6916,22.94,231,true
7412,99.0,231,true
7583,48.89,231,true
7913,76.63,231,true
3442,93.19,238,true
3687,42.67,238,true
4205,76.29,238,true
4696,59.57,238,true
5345,88.61,238,true
5406,70.75,238,true
5553,97.8,238,true
5641,34.78,238,true
5681,93.87,238,true
5901,49.36,238,true
6034,86.52,238,true
6095,98.41,238,true
6308,43.14,238,true
6985,44.09,238,true
417,55.2,350,true
741,72.3,350,true
1386,26.13,350,true
1615,64.54,350,true
1886,86.0,350,true
2361,94.59,350,true
2814,71.83,350,true
3010,43.31,350,true
5338,64.65,350,true
6135,54.75,350,true
6332,55.07,350,true
6406,61.65,350,true
7481,62.34,350,true
7806,89.86,350,true
7816,94.32,350,true
7832,63.31,350,true
8359,69.96,350,true
7895,47.17,489,true
8473,83.51,350,true
8587,99.93,350,true
8639,100.0,350,true
2683,53.96,56,true
3116,67.72,56,true
3268,20.95,56,true
3287,77.33,56,true
3596,29.08,56,true
4299,42.57,56,true
5056,36.12,56,true
7955,72.21,489,true
5239,64.53,56,true
5601,71.89,56,true
6800,66.84,56,true
7023,61.82,56,true
7198,20.9,56,true
7265,64.39,56,true
7959,36.8,56,true
8224,67.22,56,true
9063,93.23,56,true
8253,53.61,489,true
9357,61.87,56,true
9410,68.0,56,true
9508,24.21,56,true
9519,73.86,56,true
8101,87.63,52,false
59,89.3,33,true
9239,41.82,489,true
9283,61.13,489,true
112,62.25,33,true
156,87.88,33,true
1428,24.56,33,true
2431,58.14,33,true
5237,96.48,33,true
5883,66.87,33,true
6094,78.85,33,true
6441,98.78,33,true
8204,22.12,33,true
8374,66.04,33,true
8543,65.3,33,true
8618,27.52,33,true
8886,74.82,33,true
8921,80.3,33,true
8953,55.02,33,true
8960,69.96,33,true
9254,20.09,33,true
9582,21.99,33,true
9719,72.33,33,true
140,40.76,419,true
921,59.72,419,true
1663,52.46,419,true
1702,32.49,419,true
2733,50.74,419,true
2764,59.88,419,true
2901,96.86,419,true
4608,73.16,419,true
5624,35.71,419,true
5826,50.01,419,true
6183,39.92,419,true
6928,55.11,419,true
7116,78.98,419,true
7146,91.68,419,true
7316,30.86,419,true
7439,93.77,419,true
7883,56.41,419,true
8431,41.46,419,true
8596,49.32,419,true
9019,75.87,419,true
2031,60.38,73,false
324,84.47,364,true
14,20.45,42,true
78,50.44,42,true
326,84.01,42,true
1202,95.53,42,true
1214,64.65,42,true
2285,60.22,42,true
2572,36.98,42,true
3172,94.6,42,true
3504,39.56,42,true
4366,58.7,42,true
4551,89.77,42,true
4919,41.53,42,true
5351,98.25,42,true
5529,69.06,42,true
5847,45.64,42,true
6263,92.13,42,true
7496,90.41,42,true
8145,21.52,42,true
8734,50.63,42,true
9484,22.41,42,true
499,50.47,46,true
1563,83.84,229,false
400,50.44,364,true
644,57.42,364,true
1642,93.29,364,true
1701,56.2,364,true
2601,78.58,364,true
3136,95.32,364,true
3835,74.26,364,true
3904,64.9,364,true
3917,72.55,364,true
2737,57.53,46,true
2954,60.11,46,true
3099,85.02,46,true
3163,77.22,46,true
3526,50.42,46,true
3666,79.58,46,true
4034,32.04,46,true
4911,60.17,46,true
5753,62.52,46,true
5946,61.15,46,true
6126,31.18,46,true
6309,34.03,46,true
6403,20.8,46,true
6645,49.3,46,true
7873,75.54,46,true
8209,79.23,46,true
8499,47.17,46,true
8501,35.14,46,true
8590,89.83,46,true
6994,86.28,364,true
7587,27.61,364,true
8462,47.59,364,true
8795,91.63,364,true
8850,86.74,364,true
9068,66.17,364,true
9163,24.06,364,true
9223,30.08,364,true
9237,55.93,364,true
9571,83.37,364,true
9,85.01,135,true
900,41.35,135,true
1791,37.52,135,true
2464,98.45,135,true
2849,92.18,135,true
2890,83.15,135,true
3828,93.55,135,true
3996,84.29,135,true
4106,82.69,135,true
4182,23.17,135,true
4407,55.72,135,true
4876,81.53,135,true
5146,54.9,135,true
5414,34.99,135,true
5700,78.31,135,true
6088,28.78,135,true
6554,90.69,135,true
6599,53.47,135,true
6844,57.97,135,true
6896,82.62,135,true
650,55.36,49,true
1535,50.33,49,true
1923,22.59,49,true
1931,47.77,49,true
3035,20.69,49,true
3552,34.35,49,true
3605,75.83,49,true
3800,53.99,49,true
5151,38.43,49,true
5157,24.68,49,true
5687,28.39,49,true
6658,59.35,49,true
6995,90.35,49,true
8491,80.38,49,true
8755,55.37,49,true
9411,30.55,49,true
9467,35.83,49,true
9729,55.1,49,true
9819,77.51,49,true
9891,65.0,49,true
91,20.23,70,true
231,84.46,70,true
458,21.65,70,true
1602,70.27,70,true
1695,39.5,70,true
2306,80.01,70,true
2441,45.52,70,true
2709,23.03,70,true
2760,75.35,70,true
3098,97.0,70,true
3572,53.7,70,true
3601,75.27,70,true
3915,74.58,70,true
4481,47.4,70,true
5713,75.15,70,true
6477,28.66,70,true
7903,73.51,70,true
8356,46.06,70,true
8647,53.07,70,true
8875,70.78,70,true
651,77.78,153,false
2442,22.41,245,true
2936,43.36,245,true
2939,35.96,245,true
3413,33.17,245,true
4230,69.27,245,true
4284,47.87,245,true
4562,45.78,245,true
4611,58.78,245,true
5120,99.11,245,true
5161,33.04,245,true
5168,50.6,245,true
5452,26.19,245,true
5496,85.6,245,true
6932,96.01,245,true
6987,57.11,245,true
7180,60.11,245,true
7338,81.45,245,true
8132,99.82,245,true
8273,24.89,245,true
8672,42.69,245,true
587,53.13,321,true
2522,94.41,321,true
3195,97.39,321,true
4068,87.19,321,true
4667,75.54,321,true
5463,61.1,321,true
6054,41.65,321,true
6579,48.43,321,true
6686,84.36,321,true
6729,44.15,321,true
7015,48.5,321,true
7211,54.87,321,true
8352,78.37,321,true
8461,79.92,321,true
8532,81.72,321,true
9074,78.22,321,true
9167,89.52,321,true
9367,98.87,321,true
6306,48.5,58,false
9500,46.46,321,true
286,98.06,307,true
565,37.0,307,true
951,94.3,307,true
9563,35.87,321,true
1830,49.49,307,true
1868,56.98,307,true
2745,33.19,307,true
4801,48.96,307,true
4957,47.04,307,true
5298,49.08,307,true
5744,60.22,307,true
5785,32.22,307,true
6219,77.7,307,true
7451,45.84,307,true
7635,50.94,307,true
7722,36.5,307,true
7997,39.87,307,true
8176,92.79,307,true
8346,29.94,307,true
8410,37.2,307,true
195,37.55,207,true
2751,81.56,207,true
2817,41.93,207,true
3592,50.69,207,true
3879,39.0,207,true
4020,60.63,207,true
4140,84.13,207,true
4453,99.36,207,true
4651,82.97,207,true
4749,98.85,207,true
5458,54.7,207,true
5519,23.59,207,true
5633,34.49,207,true
5989,29.41,207,true
6222,58.16,207,true
6503,51.99,207,true
7029,89.12,207,true
7388,86.26,207,true
8258,46.16,207,true
8315,86.89,207,true
74,91.12,54,true
154,38.19,54,true
228,49.66,54,true
709,39.38,54,true
897,67.71,54,true
1004,30.92,54,true
1760,80.53,54,true
2877,78.1,54,true
2982,86.74,54,true
3541,62.31,54,true
3974,65.42,54,true
4061,28.1,54,true
4327,86.2,54,true
5644,72.71,54,true
7755,44.16,54,true
8303,31.63,54,true
8703,32.85,54,true
9180,21.22,54,true
9290,78.75,54,true
9388,83.19,54,true
8487,25.36,108,false
90,77.89,174,true
160,63.43,174,true
378,80.62,174,true
455,48.87,174,true
969,65.98,174,true
1048,53.15,174,true
2003,46.33,174,true
2230,78.52,174,true
2731,71.26,174,true
3026,88.63,174,true
3752,82.8,174,true
4351,35.62,174,true
4483,39.13,174,true
5264,37.99,174,true
5319,93.21,174,true
5686,36.36,174,true
5905,59.55,174,true
8598,73.87,174,true
8608,49.04,174,true
12,58.52,176,true
241,61.14,176,true
242,26.71,176,true
1278,64.05,176,true
1570,29.25,176,true
1638,56.33,176,true
1793,90.65,176,true
2378,47.25,176,true
5489,46.24,176,true
6030,74.97,176,true
6426,43.63,176,true
8449,63.92,176,true
8621,94.72,176,true
9149,46.35,176,true
9212,78.37,176,true
9238,58.16,176,true
9621,87.4,176,true
9714,94.15,176,true
9734,74.14,176,true
9746,40.62,176,true
94,85.74,479,false
612,95.09,130,true
1081,81.35,130,true
1173,22.44,130,true
2846,54.12,130,true
4313,24.75,130,true
4579,71.58,130,true
4605,84.52,130,true
4803,31.15,130,true
5670,27.66,130,true
7017,43.17,130,true
7172,47.0,130,true
7784,70.25,130,true
7847,91.3,130,true
8291,26.81,130,true
8305,50.12,130,true
8724,97.43,130,true
8804,84.08,130,true
9232,69.26,130,true
9370,33.74,130,true
9534,78.61,130,true
981,43.44,445,true
1315,28.78,445,true
1553,64.33,445,true
1909,26.65,445,true
2365,70.77,445,true
3060,24.11,445,true
3710,28.75,445,true
4443,44.53,445,true
5680,69.26,445,true
5977,71.85,445,true
7030,67.59,445,true
7294,42.73,445,true
7383,29.67,445,true
8646,25.01,445,true
8773,57.03,445,true
8860,69.99,445,true
8883,52.87,445,true
9168,83.52,445,true
9176,29.53,445,true
9266,30.47,445,true
2570,65.11,82,false
541,80.28,58,true
578,61.15,58,true
670,55.43,58,true
1439,24.42,58,true
1927,20.38,58,true
2914,30.9,58,true
3377,84.58,58,true
3701,35.82,58,true
3753,92.97,58,true
3845,77.22,58,true
4080,20.44,58,true
4417,95.16,58,true
4699,91.15,58,true
4821,34.03,58,true
5204,37.07,58,true
479,20.77,414,true
5631,79.98,58,true
7164,22.74,58,true
7646,95.97,58,true
1033,24.57,414,true
1545,32.28,414,true
1743,43.57,414,true
2281,32.88,414,true
3222,55.49,414,true
7860,39.5,58,true
4292,43.49,414,true
4829,87.74,414,true
5114,82.94,414,true
5190,59.27,414,true
7239,89.13,414,true
7711,94.73,414,true
8128,20.69,414,true
8731,99.43,414,true
8991,62.02,414,true
9091,30.5,414,true
9192,27.13,414,true
9451,63.8,414,true
9539,22.06,414,true
7677,76.18,137,false
204,58.06,136,true
278,27.44,136,true
1753,63.22,136,true
1936,28.86,136,true
2090,92.27,136,true
2131,76.17,136,true
2251,79.82,136,true
2438,83.64,136,true
2643,28.79,136,true
3164,77.7,136,true
3335,94.11,136,true
3533,32.83,136,true
3827,38.25,136,true
3995,25.64,136,true
4607,24.87,136,true
5110,26.17,136,true
5149,34.75,136,true
5470,54.7,136,true
5478,39.37,136,true
5808,22.79,136,true
6193,98.07,98,false
376,41.5,10,true
